year,ticker,chart_type,interval,status,ready_for_backtest,rows,start,end,file,issues
2001,TUPY3,heikin_ashi,1d,ok,sim,8,2001-01-17,2001-12-28,data\yearly\2001\heikin_ashi\1d\tupy3_1d.csv,
2001,VALE3,heikin_ashi,1d,ok,sim,239,2001-01-02,2001-12-28,data\yearly\2001\heikin_ashi\1d\vale3_1d.csv,
2001,BBDC3,heikin_ashi,1sem,ok,sim,53,2001-01-01,2001-12-31,data\yearly\2001\heikin_ashi\1wk\bbdc3_1wk.csv,
2001,GGBR3,heikin_ashi,1sem,ok,sim,25,2001-01-01,2001-12-31,data\yearly\2001\heikin_ashi\1wk\ggbr3_1wk.csv,
2001,PETR4,heikin_ashi,1sem,ok,sim,53,2001-01-01,2001-12-31,data\yearly\2001\heikin_ashi\1wk\petr4_1wk.csv,
2001,TUPY3,heikin_ashi,1sem,ok,sim,6,2001-01-15,2001-12-24,data\yearly\2001\heikin_ashi\1wk\tupy3_1wk.csv,
2001,VALE3,heikin_ashi,1sem,ok,sim,53,2001-01-01,2001-12-31,data\yearly\2001\heikin_ashi\1wk\vale3_1wk.csv,
2002,BBDC3,candles,1d,ok,sim,248,2002-01-02,2002-12-30,data\yearly\2002\candles\1d\bbdc3_1d.csv,
2002,GGBR3,candles,1d,ok,sim,115,2002-01-02,2002-12-20,data\yearly\2002\candles\1d\ggbr3_1d.csv,
2002,PETR4,candles,1d,ok,sim,248,2002-01-02,2002-12-30,data\yearly\2002\candles\1d\petr4_1d.csv,
2002,TUPY3,candles,1d,ok,sim,22,2002-03-01,2002-12-27,data\yearly\2002\candles\1d\tupy3_1d.csv,
2002,VALE3,candles,1d,ok,sim,248,2002-01-02,2002-12-30,data\yearly\2002\candles\1d\vale3_1d.csv,
2002,BBDC3,candles,1sem,ok,sim,52,2002-01-07,2002-12-30,data\yearly\2002\candles\1wk\bbdc3_1wk.csv,
2002,GGBR3,candles,1sem,ok,sim,43,2002-01-07,2002-12-30,data\yearly\2002\candles\1wk\ggbr3_1wk.csv,
2002,PETR4,candles,1sem,ok,sim,52,2002-01-07,2002-12-30,data\yearly\2002\candles\1wk\petr4_1wk.csv,
2002,TUPY3,candles,1sem,ok,sim,13,2002-02-25,2002-12-23,data\yearly\2002\candles\1wk\tupy3_1wk.csv,
2002,VALE3,candles,1sem,ok,sim,52,2002-01-07,2002-12-30,data\yearly\2002\candles\1wk\vale3_1wk.csv,
2002,BBDC3,heikin_ashi,1d,ok,sim,248,2002-01-02,2002-12-30,data\yearly\2002\heikin_ashi\1d\bbdc3_1d.csv,
2002,GGBR3,heikin_ashi,1d,ok,sim,115,2002-01-02,2002-12-20,data\yearly\2002\heikin_ashi\1d\ggbr3_1d.csv,
2002,PETR4,heikin_ashi,1d,ok,sim,248,2002-01-02,2002-12-30,data\yearly\2002\heikin_ashi\1d\petr4_1d.csv,
2002,TUPY3,heikin_ashi,1d,ok,sim,22,2002-03-01,2002-12-27,data\yearly\2002\heikin_ashi\1d\tupy3_1d.csv,
2002,VALE3,heikin_ashi,1d,ok,sim,248,2002-01-02,2002-12-30,data\yearly\2002\heikin_ashi\1d\vale3_1d.csv,
2002,BBDC3,heikin_ashi,1sem,ok,sim,52,2002-01-07,2002-12-30,data\yearly\2002\heikin_ashi\1wk\bbdc3_1wk.csv,
2002,GGBR3,heikin_ashi,1sem,ok,sim,43,2002-01-07,2002-12-30,data\yearly\2002\heikin_ashi\1wk\ggbr3_1wk.csv,
2002,PETR4,heikin_ashi,1sem,ok,sim,52,2002-01-07,2002-12-30,data\yearly\2002\heikin_ashi\1wk\petr4_1wk.csv,
2002,TUPY3,heikin_ashi,1sem,ok,sim,13,2002-02-25,2002-12-23,data\yearly\2002\heikin_ashi\1wk\tupy3_1wk.csv,
2002,VALE3,heikin_ashi,1sem,ok,sim,52,2002-01-07,2002-12-30,data\yearly\2002\heikin_ashi\1wk\vale3_1wk.csv,
2003,BBDC3,candles,1d,ok,sim,250,2003-01-02,2003-12-30,data\yearly\2003\candles\1d\bbdc3_1d.csv,
2003,GGBR3,candles,1d,ok,sim,133,2003-01-03,2003-12-29,data\yearly\2003\candles\1d\ggbr3_1d.csv,
2003,PETR4,candles,1d,ok,sim,250,2003-01-02,2003-12-30,data\yearly\2003\candles\1d\petr4_1d.csv,
2003,TUPY3,candles,1d,ok,sim,12,2003-01-06,2003-12-22,data\yearly\2003\candles\1d\tupy3_1d.csv,
2003,VALE3,candles,1d,ok,sim,250,2003-01-02,2003-12-30,data\yearly\2003\candles\1d\vale3_1d.csv,
2003,BBDC3,candles,1sem,ok,sim,52,2003-01-06,2003-12-29,data\yearly\2003\candles\1wk\bbdc3_1wk.csv,
2003,GGBR3,candles,1sem,ok,sim,48,2003-01-06,2003-12-29,data\yearly\2003\candles\1wk\ggbr3_1wk.csv,
2003,PETR4,candles,1sem,ok,sim,52,2003-01-06,2003-12-29,data\yearly\2003\candles\1wk\petr4_1wk.csv,
2003,TUPY3,candles,1sem,ok,sim,10,2003-01-06,2003-12-22,data\yearly\2003\candles\1wk\tupy3_1wk.csv,
2003,VALE3,candles,1sem,ok,sim,52,2003-01-06,2003-12-29,data\yearly\2003\candles\1wk\vale3_1wk.csv,
2003,BBDC3,heikin_ashi,1d,ok,sim,250,2003-01-02,2003-12-30,data\yearly\2003\heikin_ashi\1d\bbdc3_1d.csv,
2003,GGBR3,heikin_ashi,1d,ok,sim,133,2003-01-03,2003-12-29,data\yearly\2003\heikin_ashi\1d\ggbr3_1d.csv,
2003,PETR4,heikin_ashi,1d,ok,sim,250,2003-01-02,2003-12-30,data\yearly\2003\heikin_ashi\1d\petr4_1d.csv,
2003,TUPY3,heikin_ashi,1d,ok,sim,12,2003-01-06,2003-12-22,data\yearly\2003\heikin_ashi\1d\tupy3_1d.csv,
2003,VALE3,heikin_ashi,1d,ok,sim,250,2003-01-02,2003-12-30,data\yearly\2003\heikin_ashi\1d\vale3_1d.csv,
2003,BBDC3,heikin_ashi,1sem,ok,sim,52,2003-01-06,2003-12-29,data\yearly\2003\heikin_ashi\1wk\bbdc3_1wk.csv,
2003,GGBR3,heikin_ashi,1sem,ok,sim,48,2003-01-06,2003-12-29,data\yearly\2003\heikin_ashi\1wk\ggbr3_1wk.csv,
2003,PETR4,heikin_ashi,1sem,ok,sim,52,2003-01-06,2003-12-29,data\yearly\2003\heikin_ashi\1wk\petr4_1wk.csv,
2003,TUPY3,heikin_ashi,1sem,ok,sim,10,2003-01-06,2003-12-22,data\yearly\2003\heikin_ashi\1wk\tupy3_1wk.csv,
2003,VALE3,heikin_ashi,1sem,ok,sim,52,2003-01-06,2003-12-29,data\yearly\2003\heikin_ashi\1wk\vale3_1wk.csv,
2004,BBDC3,candles,1d,ok,sim,248,2004-01-02,2004-12-30,data\yearly\2004\candles\1d\bbdc3_1d.csv,
2004,GGBR3,candles,1d,ok,sim,200,2004-01-05,2004-12-30,data\yearly\2004\candles\1d\ggbr3_1d.csv,
2004,PETR4,candles,1d,ok,sim,248,2004-01-02,2004-12-30,data\yearly\2004\candles\1d\petr4_1d.csv,
2004,TUPY3,candles,1d,ok,sim,35,2004-01-23,2004-12-30,data\yearly\2004\candles\1d\tupy3_1d.csv,
2004,VALE3,candles,1d,ok,sim,248,2004-01-02,2004-12-30,data\yearly\2004\candles\1d\vale3_1d.csv,
2004,BBDC3,candles,1sem,ok,sim,52,2004-01-05,2004-12-27,data\yearly\2004\candles\1wk\bbdc3_1wk.csv,
2004,GGBR3,candles,1sem,ok,sim,51,2004-01-05,2004-12-27,data\yearly\2004\candles\1wk\ggbr3_1wk.csv,
2004,PETR4,candles,1sem,ok,sim,52,2004-01-05,2004-12-27,data\yearly\2004\candles\1wk\petr4_1wk.csv,
2004,TUPY3,candles,1sem,ok,sim,21,2004-01-19,2004-12-27,data\yearly\2004\candles\1wk\tupy3_1wk.csv,
2004,VALE3,candles,1sem,ok,sim,52,2004-01-05,2004-12-27,data\yearly\2004\candles\1wk\vale3_1wk.csv,
2004,BBDC3,heikin_ashi,1d,ok,sim,248,2004-01-02,2004-12-30,data\yearly\2004\heikin_ashi\1d\bbdc3_1d.csv,
2004,GGBR3,heikin_ashi,1d,ok,sim,200,2004-01-05,2004-12-30,data\yearly\2004\heikin_ashi\1d\ggbr3_1d.csv,
2004,PETR4,heikin_ashi,1d,ok,sim,248,2004-01-02,2004-12-30,data\yearly\2004\heikin_ashi\1d\petr4_1d.csv,
2004,TUPY3,heikin_ashi,1d,ok,sim,35,2004-01-23,2004-12-30,data\yearly\2004\heikin_ashi\1d\tupy3_1d.csv,
2004,VALE3,heikin_ashi,1d,ok,sim,248,2004-01-02,2004-12-30,data\yearly\2004\heikin_ashi\1d\vale3_1d.csv,
2004,BBDC3,heikin_ashi,1sem,ok,sim,52,2004-01-05,2004-12-27,data\yearly\2004\heikin_ashi\1wk\bbdc3_1wk.csv,
2004,GGBR3,heikin_ashi,1sem,ok,sim,51,2004-01-05,2004-12-27,data\yearly\2004\heikin_ashi\1wk\ggbr3_1wk.csv,
2004,PETR4,heikin_ashi,1sem,ok,sim,52,2004-01-05,2004-12-27,data\yearly\2004\heikin_ashi\1wk\petr4_1wk.csv,
2004,TUPY3,heikin_ashi,1sem,ok,sim,21,2004-01-19,2004-12-27,data\yearly\2004\heikin_ashi\1wk\tupy3_1wk.csv,
2004,VALE3,heikin_ashi,1sem,ok,sim,52,2004-01-05,2004-12-27,data\yearly\2004\heikin_ashi\1wk\vale3_1wk.csv,
2005,BBDC3,candles,1d,ok,sim,249,2005-01-03,2005-12-29,data\yearly\2005\candles\1d\bbdc3_1d.csv,
2005,GGBR3,candles,1d,ok,sim,249,2005-01-03,2005-12-29,data\yearly\2005\candles\1d\ggbr3_1d.csv,
2005,PETR4,candles,1d,ok,sim,249,2005-01-03,2005-12-29,data\yearly\2005\candles\1d\petr4_1d.csv,
2005,TUPY3,candles,1d,ok,sim,85,2005-01-12,2005-12-27,data\yearly\2005\candles\1d\tupy3_1d.csv,
2005,VALE3,candles,1d,ok,sim,249,2005-01-03,2005-12-29,data\yearly\2005\candles\1d\vale3_1d.csv,
2005,BBDC3,candles,1sem,ok,sim,52,2005-01-03,2005-12-26,data\yearly\2005\candles\1wk\bbdc3_1wk.csv,
2005,GGBR3,candles,1sem,ok,sim,52,2005-01-03,2005-12-26,data\yearly\2005\candles\1wk\ggbr3_1wk.csv,
2005,PETR4,candles,1sem,ok,sim,52,2005-01-03,2005-12-26,data\yearly\2005\candles\1wk\petr4_1wk.csv,
2005,TUPY3,candles,1sem,ok,sim,39,2005-01-10,2005-12-26,data\yearly\2005\candles\1wk\tupy3_1wk.csv,
2005,VALE3,candles,1sem,ok,sim,52,2005-01-03,2005-12-26,data\yearly\2005\candles\1wk\vale3_1wk.csv,
2005,BBDC3,heikin_ashi,1d,ok,sim,249,2005-01-03,2005-12-29,data\yearly\2005\heikin_ashi\1d\bbdc3_1d.csv,
2005,GGBR3,heikin_ashi,1d,ok,sim,249,2005-01-03,2005-12-29,data\yearly\2005\heikin_ashi\1d\ggbr3_1d.csv,
2005,PETR4,heikin_ashi,1d,ok,sim,249,2005-01-03,2005-12-29,data\yearly\2005\heikin_ashi\1d\petr4_1d.csv,
2005,TUPY3,heikin_ashi,1d,ok,sim,85,2005-01-12,2005-12-27,data\yearly\2005\heikin_ashi\1d\tupy3_1d.csv,
2005,VALE3,heikin_ashi,1d,ok,sim,249,2005-01-03,2005-12-29,data\yearly\2005\heikin_ashi\1d\vale3_1d.csv,
2005,BBDC3,heikin_ashi,1sem,ok,sim,52,2005-01-03,2005-12-26,data\yearly\2005\heikin_ashi\1wk\bbdc3_1wk.csv,
2005,GGBR3,heikin_ashi,1sem,ok,sim,52,2005-01-03,2005-12-26,data\yearly\2005\heikin_ashi\1wk\ggbr3_1wk.csv,
2005,PETR4,heikin_ashi,1sem,ok,sim,52,2005-01-03,2005-12-26,data\yearly\2005\heikin_ashi\1wk\petr4_1wk.csv,
2005,TUPY3,heikin_ashi,1sem,ok,sim,39,2005-01-10,2005-12-26,data\yearly\2005\heikin_ashi\1wk\tupy3_1wk.csv,
2005,VALE3,heikin_ashi,1sem,ok,sim,52,2005-01-03,2005-12-26,data\yearly\2005\heikin_ashi\1wk\vale3_1wk.csv,
2006,BBDC3,candles,1d,ok,sim,246,2006-01-02,2006-12-28,data\yearly\2006\candles\1d\bbdc3_1d.csv,
2006,CSMG3,candles,1d,ok,sim,220,2006-02-08,2006-12-28,data\yearly\2006\candles\1d\csmg3_1d.csv,
2006,GGBR3,candles,1d,ok,sim,246,2006-01-02,2006-12-28,data\yearly\2006\candles\1d\ggbr3_1d.csv,
2006,PETR4,candles,1d,ok,sim,246,2006-01-02,2006-12-28,data\yearly\2006\candles\1d\petr4_1d.csv,
2006,TUPY3,candles,1d,ok,sim,102,2006-01-05,2006-12-27,data\yearly\2006\candles\1d\tupy3_1d.csv,
2006,VALE3,candles,1d,ok,sim,246,2006-01-02,2006-12-28,data\yearly\2006\candles\1d\vale3_1d.csv,
2006,BBDC3,candles,1sem,ok,sim,52,2006-01-02,2006-12-25,data\yearly\2006\candles\1wk\bbdc3_1wk.csv,
2006,CSMG3,candles,1sem,ok,sim,47,2006-02-06,2006-12-25,data\yearly\2006\candles\1wk\csmg3_1wk.csv,
2006,GGBR3,candles,1sem,ok,sim,52,2006-01-02,2006-12-25,data\yearly\2006\candles\1wk\ggbr3_1wk.csv,
2006,PETR4,candles,1sem,ok,sim,52,2006-01-02,2006-12-25,data\yearly\2006\candles\1wk\petr4_1wk.csv,
2006,TUPY3,candles,1sem,ok,sim,42,2006-01-02,2006-12-25,data\yearly\2006\candles\1wk\tupy3_1wk.csv,
2006,VALE3,candles,1sem,ok,sim,52,2006-01-02,2006-12-25,data\yearly\2006\candles\1wk\vale3_1wk.csv,
2006,BBDC3,heikin_ashi,1d,ok,sim,246,2006-01-02,2006-12-28,data\yearly\2006\heikin_ashi\1d\bbdc3_1d.csv,
2006,CSMG3,heikin_ashi,1d,ok,sim,220,2006-02-08,2006-12-28,data\yearly\2006\heikin_ashi\1d\csmg3_1d.csv,
2006,GGBR3,heikin_ashi,1d,ok,sim,246,2006-01-02,2006-12-28,data\yearly\2006\heikin_ashi\1d\ggbr3_1d.csv,
2006,PETR4,heikin_ashi,1d,ok,sim,246,2006-01-02,2006-12-28,data\yearly\2006\heikin_ashi\1d\petr4_1d.csv,
2006,TUPY3,heikin_ashi,1d,ok,sim,102,2006-01-05,2006-12-27,data\yearly\2006\heikin_ashi\1d\tupy3_1d.csv,
2006,VALE3,heikin_ashi,1d,ok,sim,246,2006-01-02,2006-12-28,data\yearly\2006\heikin_ashi\1d\vale3_1d.csv,
2006,BBDC3,heikin_ashi,1sem,ok,sim,52,2006-01-02,2006-12-25,data\yearly\2006\heikin_ashi\1wk\bbdc3_1wk.csv,
2006,CSMG3,heikin_ashi,1sem,ok,sim,47,2006-02-06,2006-12-25,data\yearly\2006\heikin_ashi\1wk\csmg3_1wk.csv,
2006,GGBR3,heikin_ashi,1sem,ok,sim,52,2006-01-02,2006-12-25,data\yearly\2006\heikin_ashi\1wk\ggbr3_1wk.csv,
2006,PETR4,heikin_ashi,1sem,ok,sim,52,2006-01-02,2006-12-25,data\yearly\2006\heikin_ashi\1wk\petr4_1wk.csv,
2006,TUPY3,heikin_ashi,1sem,ok,sim,42,2006-01-02,2006-12-25,data\yearly\2006\heikin_ashi\1wk\tupy3_1wk.csv,
2006,VALE3,heikin_ashi,1sem,ok,sim,52,2006-01-02,2006-12-25,data\yearly\2006\heikin_ashi\1wk\vale3_1wk.csv,
2007,BBDC3,candles,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\candles\1d\bbdc3_1d.csv,
2007,CSMG3,candles,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\candles\1d\csmg3_1d.csv,
2007,GGBR3,candles,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\candles\1d\ggbr3_1d.csv,
2007,JHSF3,candles,1d,ok,sim,176,2007-04-12,2007-12-28,data\yearly\2007\candles\1d\jhsf3_1d.csv,
2007,PETR4,candles,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\candles\1d\petr4_1d.csv,
2007,TUPY3,candles,1d,ok,sim,174,2007-01-02,2007-12-27,data\yearly\2007\candles\1d\tupy3_1d.csv,
2007,VALE3,candles,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\candles\1d\vale3_1d.csv,
2007,BBDC3,candles,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\candles\1wk\bbdc3_1wk.csv,
2007,CSMG3,candles,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\candles\1wk\csmg3_1wk.csv,
2007,GGBR3,candles,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\candles\1wk\ggbr3_1wk.csv,
2007,JHSF3,candles,1sem,ok,sim,39,2007-04-09,2007-12-31,data\yearly\2007\candles\1wk\jhsf3_1wk.csv,
2007,PETR4,candles,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\candles\1wk\petr4_1wk.csv,
2007,TUPY3,candles,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\candles\1wk\tupy3_1wk.csv,
2007,VALE3,candles,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\candles\1wk\vale3_1wk.csv,
2007,BBDC3,heikin_ashi,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\heikin_ashi\1d\bbdc3_1d.csv,
2007,CSMG3,heikin_ashi,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\heikin_ashi\1d\csmg3_1d.csv,
2007,GGBR3,heikin_ashi,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\heikin_ashi\1d\ggbr3_1d.csv,
2007,JHSF3,heikin_ashi,1d,ok,sim,176,2007-04-12,2007-12-28,data\yearly\2007\heikin_ashi\1d\jhsf3_1d.csv,
2007,PETR4,heikin_ashi,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\heikin_ashi\1d\petr4_1d.csv,
2007,TUPY3,heikin_ashi,1d,ok,sim,174,2007-01-02,2007-12-27,data\yearly\2007\heikin_ashi\1d\tupy3_1d.csv,
2007,VALE3,heikin_ashi,1d,ok,sim,245,2007-01-02,2007-12-28,data\yearly\2007\heikin_ashi\1d\vale3_1d.csv,
2007,BBDC3,heikin_ashi,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\heikin_ashi\1wk\bbdc3_1wk.csv,
2007,CSMG3,heikin_ashi,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\heikin_ashi\1wk\csmg3_1wk.csv,
2007,GGBR3,heikin_ashi,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\heikin_ashi\1wk\ggbr3_1wk.csv,
2007,JHSF3,heikin_ashi,1sem,ok,sim,39,2007-04-09,2007-12-31,data\yearly\2007\heikin_ashi\1wk\jhsf3_1wk.csv,
2007,PETR4,heikin_ashi,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\heikin_ashi\1wk\petr4_1wk.csv,
2007,TUPY3,heikin_ashi,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\heikin_ashi\1wk\tupy3_1wk.csv,
2007,VALE3,heikin_ashi,1sem,ok,sim,53,2007-01-01,2007-12-31,data\yearly\2007\heikin_ashi\1wk\vale3_1wk.csv,
2008,BBDC3,candles,1d,ok,sim,235,2008-01-02,2008-12-30,data\yearly\2008\candles\1d\bbdc3_1d.csv,
2008,CSMG3,candles,1d,ok,sim,249,2008-01-02,2008-12-30,data\yearly\2008\candles\1d\csmg3_1d.csv,
2008,GGBR3,candles,1d,ok,sim,249,2008-01-02,2008-12-30,data\yearly\2008\candles\1d\ggbr3_1d.csv,
2008,JHSF3,candles,1d,ok,sim,246,2008-01-02,2008-12-30,data\yearly\2008\candles\1d\jhsf3_1d.csv,
2008,PETR4,candles,1d,ok,sim,248,2008-01-02,2008-12-30,data\yearly\2008\candles\1d\petr4_1d.csv,
2008,TUPY3,candles,1d,ok,sim,199,2008-01-03,2008-12-30,data\yearly\2008\candles\1d\tupy3_1d.csv,
2008,VALE3,candles,1d,ok,sim,248,2008-01-02,2008-12-30,data\yearly\2008\candles\1d\vale3_1d.csv,
2008,BBDC3,candles,1sem,ok,sim,50,2008-01-07,2008-12-29,data\yearly\2008\candles\1wk\bbdc3_1wk.csv,
2008,CSMG3,candles,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\candles\1wk\csmg3_1wk.csv,
2008,GGBR3,candles,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\candles\1wk\ggbr3_1wk.csv,
2008,JHSF3,candles,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\candles\1wk\jhsf3_1wk.csv,
2008,PETR4,candles,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\candles\1wk\petr4_1wk.csv,
2008,TUPY3,candles,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\candles\1wk\tupy3_1wk.csv,
2008,VALE3,candles,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\candles\1wk\vale3_1wk.csv,
2008,BBDC3,heikin_ashi,1d,ok,sim,235,2008-01-02,2008-12-30,data\yearly\2008\heikin_ashi\1d\bbdc3_1d.csv,
2008,CSMG3,heikin_ashi,1d,ok,sim,249,2008-01-02,2008-12-30,data\yearly\2008\heikin_ashi\1d\csmg3_1d.csv,
2008,GGBR3,heikin_ashi,1d,ok,sim,249,2008-01-02,2008-12-30,data\yearly\2008\heikin_ashi\1d\ggbr3_1d.csv,
2008,JHSF3,heikin_ashi,1d,ok,sim,246,2008-01-02,2008-12-30,data\yearly\2008\heikin_ashi\1d\jhsf3_1d.csv,
2008,PETR4,heikin_ashi,1d,ok,sim,248,2008-01-02,2008-12-30,data\yearly\2008\heikin_ashi\1d\petr4_1d.csv,
2008,TUPY3,heikin_ashi,1d,ok,sim,199,2008-01-03,2008-12-30,data\yearly\2008\heikin_ashi\1d\tupy3_1d.csv,
2008,VALE3,heikin_ashi,1d,ok,sim,248,2008-01-02,2008-12-30,data\yearly\2008\heikin_ashi\1d\vale3_1d.csv,
2008,BBDC3,heikin_ashi,1sem,ok,sim,50,2008-01-07,2008-12-29,data\yearly\2008\heikin_ashi\1wk\bbdc3_1wk.csv,
2008,CSMG3,heikin_ashi,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\heikin_ashi\1wk\csmg3_1wk.csv,
2008,GGBR3,heikin_ashi,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\heikin_ashi\1wk\ggbr3_1wk.csv,
2008,JHSF3,heikin_ashi,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\heikin_ashi\1wk\jhsf3_1wk.csv,
2008,PETR4,heikin_ashi,1sem,ok,sim,52,2008-01-07,2008-12-29,data\yearly\2008\heikin_ashi\1wk\petr4_1wk.csv,
